Completed,Download,Reference,ID,Group,Add_Description,Breed,Old_Name,Old_ID,DOI,Title,Tesla,Scanner,Model,Acq_Type,Subject,N_Exclusions,N_Total,Female,Male,Age,Age_Std,Age_Unit,Water_Supp,Lipid_Supp,Metab-Modifier,TI,N_TI,T2_Filter,Localization,Multi-Scan_Method,Water_Reference,Bandwidth (Hz),Vector-Size,N_Averages,TR,N_TR,TE,N_TE,Processing,Fit,T1_Corrected,Fit_Type,Segmentation,Region,Tissue,GM,GM_Std,WM,WM_Std,CSF,CSF_Std,Voxel_X,Voxel_Y,Voxel_Z,Volume,Notes,Contact,Emailed,PerCom,Volume
1,X,2007_zaaraoui_57,1,Healthy,,,"Zaaraoui et al., 2007",A,10.1002/mrm.21250,Human brain-structure resolved T2 relaxation times of proton metabolites at 3 tesla,3,Siemens,,In Vivo,Human,,8,4,4,26,2,Years,WET,,,,,0,PRESS,,,2000,1024,4,1000,1,"35,285",2,In-House,In-House,,,,Caudate,GM,,,,,,,10,10,10,1,,,,,57
1,X,2007_zaaraoui_57,2,Healthy,,,"Zaaraoui et al., 2007",B,10.1002/mrm.21250,Human brain-structure resolved T2 relaxation times of proton metabolites at 3 tesla,3,Siemens,,In Vivo,Human,,8,4,4,26,2,Years,WET,,,,,0,PRESS,,,2000,1024,4,1000,1,"35,285",2,In-House,In-House,,,,Thalamus,GM,,,,,,,10,10,10,1,,,,,57
1,X,2007_zaaraoui_57,3,Healthy,,,"Zaaraoui et al., 2007",C,10.1002/mrm.21250,Human brain-structure resolved T2 relaxation times of proton metabolites at 3 tesla,3,Siemens,,In Vivo,Human,,8,4,4,26,2,Years,WET,,,,,0,PRESS,,,2000,1024,4,1000,1,"35,285",2,In-House,In-House,,,,Cingulate,GM,,,,,,,10,10,10,1,,,,,57
1,X,2007_zaaraoui_57,4,Healthy,,,"Zaaraoui et al., 2007",D,10.1002/mrm.21250,Human brain-structure resolved T2 relaxation times of proton metabolites at 3 tesla,3,Siemens,,In Vivo,Human,,8,4,4,26,2,Years,WET,,,,,0,PRESS,,,2000,1024,4,1000,1,"35,285",2,In-House,In-House,,,,Splenium,WM,,,,,,,10,10,10,1,,,,,57
1,X,2007_zaaraoui_57,5,Healthy,,,"Zaaraoui et al., 2007",E,10.1002/mrm.21250,Human brain-structure resolved T2 relaxation times of proton metabolites at 3 tesla,3,Siemens,,In Vivo,Human,,8,4,4,26,2,Years,WET,,,,,0,PRESS,,,2000,1024,4,1000,1,"35,285",2,In-House,In-House,,,,Genu,WM,,,,,,,10,10,10,1,,,,,57
1,X,2007_zaaraoui_57,6,Healthy,,,"Zaaraoui et al., 2007",F,10.1002/mrm.21250,Human brain-structure resolved T2 relaxation times of proton metabolites at 3 tesla,3,Siemens,,In Vivo,Human,,8,4,4,26,2,Years,WET,,,,,0,PRESS,,,2000,1024,4,1000,1,"35,285",2,In-House,In-House,,,,Centrum Semiovale,WM,,,,,,,10,10,10,1,,,,,57
1,X,2007_zaaraoui_57,7,Healthy,,,"Zaaraoui et al., 2007",G,10.1002/mrm.21250,Human brain-structure resolved T2 relaxation times of proton metabolites at 3 tesla,3,Siemens,,In Vivo,Human,,8,4,4,26,2,Years,WET,,,,,0,PRESS,,,2000,1024,4,1000,1,"35,285",2,In-House,In-House,,,,Parietal,WM,,,,,,,10,10,10,1,,,,,57
1,X,2007_zaaraoui_57,8,Healthy,,,"Zaaraoui et al., 2007",H,10.1002/mrm.21250,Human brain-structure resolved T2 relaxation times of proton metabolites at 3 tesla,3,Siemens,,In Vivo,Human,,8,4,4,26,2,Years,WET,,,,,0,PRESS,,,2000,1024,4,1000,1,"35,285",2,In-House,In-House,,,,Occipital,WM,,,,,,,10,10,10,1,,,,,57
1,X,2015_zhang_76,1,Healthy,,,"Zhang et al., 2015",A,10.1002/mrm.25922,Simultaneous quantification of glutamate and glutamine by J-modulated spectroscopy at 3 Tesla,3,GE,,In Vivo,Human,,10,6,4,29,7.5,Years,,,,,,0,PRESS,J-Resolved,,5000,4096,4,3000,1,35-227,32,LCModel,LCModel,,,,Anterior Cingulate,GM,62,8.4,27,16,11,,20,20,45,18,,,,,76
1,X,2015_zhang_76,2,Healthy,,,"Zhang et al., 2015",B,10.1002/mrm.25922,Simultaneous quantification of glutamate and glutamine by J-modulated spectroscopy at 3 Tesla,3,GE,,In Vivo,Human,,10,6,4,29,7.5,Years,,,,,,0,PRESS,J-Resolved,,5000,4096,4,3000,1,35-227,32,LCModel,LCModel,,,,Anterior Cingulate,WM,26,12,71,7.4,3,,20,20,45,18,,,,,76
